Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;1;14;1;1;1;22;27;6;9;0;0;0;0;1;0;21;0;0;6;9;4;13.25;0;0;6;6;5;11.0;0;12.7;3.7;-1.7;Dropout
1;12;1;9;1;1;1;22;1;8;4;0;0;0;1;1;1;25;0;0;5;7;4;14.25;0;0;5;7;4;14.75;0;12.7;3.7;-1.7;Graduate
1;12;1;9;1;1;1;22;27;10;10;0;0;0;0;1;0;32;0;0;5;9;0;0.0;1;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;14;1;17;0;1;1;3;4;3;3;0;0;0;0;1;0;26;0;8;12;12;8;11.25;0;3;8;8;3;11.333.333.333.333.300;0;7.6;2.6;0.32;Dropout
1;1;1;8;1;1;1;2;27;10;8;1;0;0;1;1;1;18;0;0;6;7;6;13.5;0;0;6;8;6;12.5;0;12.4;0.5;1.79;Graduate
1;8;1;11;1;1;1;1;14;5;8;0;0;0;1;1;1;19;0;0;6;8;5;12.666.666.666.666.600;0;0;6;10;6;12.857.142.857.142.800;0;16.2;0.3;-0.92;Graduate
1;1;3;5;1;1;1;13;28;6;8;1;0;0;1;1;1;19;0;0;6;6;6;15.166.666.666.666.600;0;0;6;6;6;12.333.333.333.333.300;0;12.4;0.5;1.79;Graduate
1;4;1;7;1;15;1;1;1;5;5;0;0;0;1;1;0;27;0;4;6;6;6;13.166.666.666.666.600;0;2;5;7;5;15.142.857.142.857.100;0;11.1;0.6;2.02;Dropout
1;17;1;4;1;1;1;13;1;10;10;0;0;1;1;1;0;21;0;7;12;20;10;11.8;0;5;12;15;9;11.444.444.444.444.400;0;8.9;1.4;3.51;Enrolled
1;8;1;7;1;1;1;13;1;5;6;0;0;0;1;1;0;20;0;0;5;10;4;11.5;0;0;5;11;0;0.0;0;13.9;-0.3;0.79;Enrolled
1;15;1;5;1;14;1;13;28;5;1;1;0;0;1;1;0;21;0;0;6;6;6;14.5;0;0;6;8;6;11.333.333.333.333.300;0;12.4;0.5;1.79;Graduate
1;1;5;15;1;1;1;22;3;6;3;1;0;0;1;1;0;22;0;0;6;10;5;13.4;0;0;6;12;3;10.666.666.666.666.600;0;9.4;-0.8;-3.12;Enrolled
1;1;1;2;1;1;1;1;28;6;8;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
1;8;4;9;1;1;1;23;14;6;6;1;0;0;1;1;1;18;0;0;5;8;4;10.8;0;0;5;10;2;12.5;0;11.1;0.6;2.02;Dropout
1;12;2;10;1;1;1;13;1;6;6;0;0;0;1;1;0;28;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;13.9;-0.3;0.79;Dropout
2;12;1;4;1;1;1;1;27;10;2;0;0;1;0;1;0;25;0;3;10;23;6;11.428.571.428.571.400;0;2;7;15;4;12.0;1;15.5;2.8;-4.06;Dropout
1;14;1;4;1;1;1;22;1;6;5;0;0;0;1;1;0;25;0;8;14;24;8;12.5;2;6;13;23;10;11.6;0;15.5;2.8;-4.06;Dropout
1;1;1;9;1;1;1;23;14;10;6;0;0;0;1;1;0;18;0;0;5;11;2;13.5;0;0;5;11;3;12.333.333.333.333.300;0;8.9;1.4;3.51;Enrolled
1;1;1;11;1;1;1;4;14;5;6;0;0;0;1;1;0;26;0;0;6;6;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
1;8;3;9;1;1;1;22;27;7;6;1;0;0;1;1;1;18;0;0;5;8;5;12.75;0;0;5;7;5;11.5;0;13.9;-0.3;0.79;Graduate
1;14;1;15;1;1;1;13;28;10;8;1;0;0;1;1;0;22;0;0;6;17;3;11.333.333.333.333.300;3;0;6;14;3;12.333.333.333.333.300;0;15.5;2.8;-4.06;Enrolled
1;12;1;4;1;1;1;1;3;5;6;0;0;0;1;1;0;25;0;0;6;8;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;Dropout
1;1;2;15;1;1;1;3;1;5;5;1;0;0;1;1;0;19;0;0;6;9;5;11.4;0;0;6;13;5;12.4;0;8.9;1.4;3.51;Enrolled
1;8;2;15;1;1;1;3;14;3;4;1;0;0;1;1;0;19;0;0;6;7;6;14.428.571.428.571.400;0;0;6;7;6;14.571.428.571.428.500;0;13.9;-0.3;0.79;Graduate
1;8;1;12;1;1;1;1;1;6;6;0;0;0;1;1;0;19;0;0;7;9;7;12.492.857.142.857.100;0;0;8;10;8;117.125;0;16.2;0.3;-0.92;Graduate
4;12;1;3;0;12;1;1;27;10;2;0;0;0;1;1;0;45;0;2;8;10;4;11.5;0;2;8;13;4;11.0;0;10.8;1.4;1.74;Dropout
2;12;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;52;0;0;5;7;5;11.2;0;0;5;6;5;12.8;1;7.6;2.6;0.32;Graduate
1;1;1;9;1;1;1;13;14;10;4;1;0;0;0;1;0;20;0;0;5;9;3;12.0;1;0;5;7;3;11.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;12;1;1;1;23;27;6;11;1;0;0;1;1;0;19;0;0;8;8;7;15.885.714.285.714.200;0;0;8;8;7;15.885.714.285.714.200;0;10.8;1.4;1.74;Graduate
1;1;1;12;1;1;1;1;28;10;10;0;0;1;0;1;0;21;0;0;7;12;4;12.94;0;0;7;12;4;11.58;0;12.4;0.5;1.79;Dropout
2;12;1;3;0;1;1;22;27;10;10;0;0;0;0;1;0;35;0;0;6;6;6;14.0;0;0;6;6;6;14.166.666.666.666.600;0;9.4;-0.8;-3.12;Graduate
2;12;1;2;1;9;1;22;27;8;8;1;0;0;1;1;0;36;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
4;12;1;12;1;12;1;22;28;6;6;0;0;1;0;1;0;47;0;0;7;7;0;0.0;7;0;8;8;0;0.0;8;15.5;2.8;-4.06;Dropout
1;9;1;17;0;1;1;28;30;3;3;0;0;0;1;1;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
2;12;1;17;0;1;1;22;27;10;10;1;0;0;1;1;0;41;0;0;5;8;4;11.25;0;0;5;8;3;11.0;1;7.6;2.6;0.32;Dropout
1;4;1;7;1;3;1;19;24;12;12;0;0;0;1;1;0;26;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
2;12;1;3;0;1;1;19;24;12;12;0;0;0;0;0;0;51;0;0;6;13;4;11.25;0;0;6;12;0;0.0;1;10.8;1.4;1.74;Dropout
2;12;2;17;0;1;1;22;27;10;10;0;0;0;1;0;0;43;0;0;5;11;3;10.666.666.666.666.600;0;1;5;10;4;12.5;0;9.4;-0.8;-3.12;Enrolled
2;12;2;3;0;1;1;19;24;1;1;1;0;0;1;0;0;41;0;0;6;9;5;11.8;0;1;6;10;3;10.666.666.666.666.600;1;7.6;2.6;0.32;Graduate
1;14;2;9;1;1;1;19;27;10;10;1;0;0;1;1;0;23;0;5;10;19;8;11.625;1;4;10;16;10;11.181.818.181.818.100;3;7.6;2.6;0.32;Graduate
1;14;2;10;1;1;1;19;21;1;6;1;0;0;1;1;0;22;0;0;6;11;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;8;2;5;1;1;1;22;27;10;10;1;1;0;1;1;1;25;0;0;6;8;4;10.25;0;0;6;6;4;11.25;0;12.7;3.7;-1.7;Dropout
1;14;1;17;0;1;1;22;27;10;10;1;0;0;1;1;0;25;0;14;15;16;15;10.8;0;13;14;14;14;11.357.142.857.142.800;0;9.4;-0.8;-3.12;Graduate
1;17;1;2;1;16;1;1;14;10;10;1;0;0;0;1;1;22;0;5;12;15;11;12.545.454.545.454.500;0;4;11;16;11;12.666.666.666.666.600;0;8.9;1.4;3.51;Graduate
1;12;1;4;1;1;3;1;1;30;29;0;0;0;1;1;0;24;1;0;7;7;7;13.571.428.571.428.500;0;0;6;9;5;13.4;0;8.9;1.4;3.51;Enrolled
1;12;1;6;1;2;1;23;28;10;11;0;0;0;1;1;0;47;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;Dropout
2;12;1;17;0;12;1;22;27;6;6;1;0;0;1;1;0;41;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;12;1;4;1;1;1;22;27;10;10;1;0;0;1;1;0;43;0;0;6;9;6;1.477.777.777.777.770;0;0;6;11;5;12.2;0;13.9;-0.3;0.79;Graduate
1;12;1;4;1;1;1;1;27;10;9;0;0;0;1;1;0;29;0;0;3;4;0;0.0;0;0;4;8;0;0.0;0;16.2;0.3;-0.92;Dropout
1;12;2;7;1;1;1;22;27;6;6;0;0;0;1;1;0;30;0;0;2;2;0;0.0;0;0;2;2;0;0.0;0;7.6;2.6;0.32;Dropout
1;12;2;9;1;13;1;13;28;10;10;0;0;0;0;1;0;26;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1;12;2;17;0;1;1;13;28;10;10;0;0;0;0;1;0;27;0;0;5;10;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
2;12;2;14;1;1;1;22;27;10;10;0;0;0;1;1;1;36;0;0;5;5;5;11.4;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12;Graduate
1;12;1;4;1;12;1;1;14;5;11;0;0;0;1;1;0;29;0;3;9;13;6;11.666.666.666.666.600;0;2;7;10;6;10.857.142.857.142.800;0;15.5;2.8;-4.06;Dropout
1;13;1;7;1;1;1;19;24;1;1;1;0;0;1;1;0;35;0;6;10;12;7;11.285.714.285.714.200;0;2;8;8;5;13.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;15;1;1;1;23;28;7;4;0;0;0;1;1;1;18;0;0;6;12;4;11.5;0;0;6;10;5;12.6;0;10.8;1.4;1.74;Graduate
1;1;1;17;0;1;1;23;27;10;10;0;0;0;1;1;1;24;0;0;5;5;5;16.0;0;0;5;5;5;16.0;0;8.9;1.4;3.51;Graduate
1;1;3;15;1;1;1;23;28;10;8;1;0;0;1;1;1;18;0;0;6;6;6;12.5;0;0;6;7;6;12.666.666.666.666.600;0;10.8;1.4;1.74;Dropout
1;8;4;7;1;1;1;23;27;6;8;1;0;0;1;1;0;18;0;0;5;7;4;12.0;0;0;5;10;3;13.0;3;7.6;2.6;0.32;Enrolled
2;14;1;6;1;1;1;22;27;10;8;0;0;0;1;1;0;21;0;0;5;11;0;0.0;2;0;5;11;3;11.666.666.666.666.600;1;9.4;-0.8;-3.12;Enrolled
1;13;1;7;1;1;1;23;27;6;9;1;0;0;1;1;0;21;0;0;5;10;5;13.0;0;0;5;10;5;12.6;0;9.4;-0.8;-3.12;Graduate
1;12;1;4;1;1;1;1;3;3;7;0;0;0;1;1;0;32;0;8;18;27;13;13.714.285.714.285.700;1;7;12;18;12;12.083.333.333.333.300;0;15.5;2.8;-4.06;Graduate
1;1;4;7;1;1;1;22;27;10;6;1;0;0;1;1;1;22;0;0;5;9;3;12.333.333.333.333.300;0;0;6;14;3;12.5;0;11.1;0.6;2.02;Dropout
1;4;1;4;1;3;1;1;28;10;8;1;0;0;0;1;0;32;0;11;17;31;11;12.727.272.727.272.700;4;10;12;24;10;12.7;1;15.5;2.8;-4.06;Dropout
1;14;1;14;1;6;1;19;24;1;1;0;0;0;1;1;0;35;0;1;5;5;1;14.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;9;3;9;1;1;1;1;28;5;8;1;0;0;0;1;0;23;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
1;12;1;3;0;1;1;22;27;7;7;0;0;0;1;1;0;39;0;0;6;8;5;11.4;0;1;6;12;3;11.0;1;7.6;2.6;0.32;Enrolled
2;14;1;14;1;1;1;19;24;1;1;0;0;0;1;1;0;35;0;0;5;5;0;0.0;0;0;5;5;1;10.0;0;9.4;-0.8;-3.12;Dropout
2;12;1;4;1;3;1;3;14;5;7;0;0;0;1;1;0;32;0;0;6;8;6;18.875;0;6;12;14;12;17.692.307.692.307.600;0;16.2;0.3;-0.92;Graduate
1;1;1;16;1;1;1;19;24;1;1;0;0;0;1;1;0;20;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout
1;12;1;12;1;1;1;22;27;10;10;0;0;0;1;1;0;34;0;0;7;15;6;11.333.333.333.333.300;0;0;7;16;4;12.6;0;16.2;0.3;-0.92;Enrolled
1;4;1;17;0;15;1;22;27;7;7;1;0;0;1;1;0;44;0;3;7;9;7;13.5;0;0;5;6;5;16.2;0;8.9;1.4;3.51;Dropout
2;12;1;11;1;12;1;22;14;10;11;0;0;0;1;1;0;53;0;7;11;12;2;15.0;7;4;9;10;3;10.0;4;16.2;0.3;-0.92;Graduate
1;12;1;7;1;12;1;22;27;10;5;0;0;1;0;1;0;28;0;0;5;10;0;0.0;0;0;5;7;0;0.0;0;12.4;0.5;1.79;Dropout
1;4;1;17;0;3;1;22;27;10;10;0;0;0;1;1;0;31;0;9;9;9;9;1.422.222.222.222.220;0;5;5;5;5;12.8;0;12.7;3.7;-1.7;Dropout
1;1;1;2;1;1;1;1;28;6;10;0;0;1;0;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled
1;12;1;4;1;1;1;1;3;10;11;0;0;1;0;1;0;44;0;2;7;14;4;12.0;2;0;6;16;0;0.0;1;15.5;2.8;-4.06;Dropout
1;1;1;6;1;1;1;1;1;10;10;1;0;0;1;1;0;19;0;0;5;9;5;12.6;1;0;5;8;4;12.0;0;12.7;3.7;-1.7;Graduate
1;6;1;2;1;1;12;1;1;3;10;0;0;0;1;1;0;21;1;6;12;12;12;15.083.333.333.333.300;0;4;11;15;11;13.083.333.333.333.300;0;8.9;1.4;3.51;Enrolled
1;9;1;7;1;1;1;3;14;4;6;0;0;0;1;1;1;18;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;15;1;4;1;14;1;13;14;6;6;1;0;0;1;1;0;20;0;0;6;8;6;14.5;0;0;6;10;6;15.3;0;16.2;0.3;-0.92;Graduate
1;12;1;5;1;1;1;22;27;8;8;0;0;0;1;1;0;55;0;0;6;6;6;14.5;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
1;1;1;9;1;1;1;13;27;5;9;0;0;0;1;1;0;27;0;0;5;12;3;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;Enrolled
1;8;2;7;1;1;1;10;14;6;6;0;0;0;1;1;0;19;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;1;9;1;1;1;13;27;10;10;0;0;0;1;1;0;18;0;0;5;5;5;11.6;0;0;5;5;5;13.2;0;12.4;0.5;1.79;Graduate
2;12;1;15;1;1;1;22;27;8;5;0;0;0;1;1;0;43;0;0;6;10;4;11.75;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;Dropout
1;9;3;11;1;1;1;13;14;10;7;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
1;1;1;2;1;1;1;3;3;3;3;1;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;8;5;11;1;1;1;22;28;10;10;1;0;1;1;1;1;20;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
2;12;1;17;0;1;1;22;14;10;10;0;0;1;0;1;0;29;0;0;5;7;4;11.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74;Dropout
1;12;1;8;1;12;1;22;27;10;11;1;0;1;1;1;0;44;0;0;6;9;5;11.571.428.571.428.500;0;0;6;11;0;0.0;0;13.9;-0.3;0.79;Dropout
1;1;1;7;1;1;1;22;27;10;10;1;0;0;1;1;0;18;0;0;5;7;4;10.0;0;0;5;8;1;16.0;0;10.8;1.4;1.74;Enrolled
1;15;1;4;1;14;1;22;27;10;2;0;0;0;1;1;1;20;0;0;6;11;5;13.833.333.333.333.300;0;0;6;13;6;12.3;0;15.5;2.8;-4.06;Enrolled
1;14;1;5;1;1;1;23;27;9;8;1;0;0;1;1;0;20;0;3;6;6;4;12.75;0;3;9;12;3;12.666.666.666.666.600;0;12.4;0.5;1.79;Dropout
2;12;2;9;1;1;1;22;27;10;10;1;0;0;1;1;0;36;0;0;4;4;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
1;15;1;8;1;14;1;5;1;3;6;1;0;0;1;1;0;19;0;1;6;13;5;11.6;0;1;6;12;2;11.0;0;13.9;-0.3;0.79;Enrolled
2;12;1;6;1;12;1;22;27;12;12;0;0;0;0;1;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
1;1;1;14;1;1;1;1;1;10;10;1;0;0;1;1;0;18;0;0;6;6;4;11.25;0;0;6;10;3;10.333.333.333.333.300;0;10.8;1.4;1.74;Dropout
1;12;1;4;1;1;1;1;1;2;7;0;0;0;0;1;0;24;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
1;1;1;15;1;1;1;3;14;3;6;0;0;0;1;1;0;20;0;0;6;6;6;14.333.333.333.333.300;0;0;6;7;6;15.0;0;15.5;2.8;-4.06;Graduate
2;12;1;3;0;12;1;13;27;10;10;0;0;1;0;1;0;45;0;0;6;7;0;0.0;0;0;5;5;0;0.0;0;16.2;0.3;-0.92;Dropout
1;14;2;12;1;1;1;23;27;5;5;1;0;0;1;1;1;28;0;18;23;23;20;13.5;3;18;23;23;20;13.5;3;7.6;2.6;0.32;Graduate
1;1;1;11;1;1;1;13;28;10;10;1;0;0;1;1;0;23;0;0;6;8;6;12.666.666.666.666.600;0;0;6;10;5;12.2;0;7.6;2.6;0.32;Enrolled
1;1;1;12;1;1;1;1;14;5;8;1;0;0;1;1;0;18;0;0;7;7;7;12.444.285.714.285.700;0;0;8;11;7;11.347.142.857.142.800;0;12.4;0.5;1.79;Graduate
1;1;2;9;1;1;1;13;14;10;5;1;0;0;1;1;0;23;0;0;5;7;3;10.666.666.666.666.600;1;0;5;7;3;11.333.333.333.333.300;0;9.4;-0.8;-3.12;Dropout
1;14;1;2;1;1;1;3;3;3;3;1;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Enrolled
1;1;1;5;1;1;1;13;14;6;6;0;0;0;1;1;1;22;0;1;6;6;6;12.666.666.666.666.600;0;1;6;6;5;12.4;0;12.4;0.5;1.79;Graduate
1;12;1;17;0;9;1;22;28;6;6;0;0;0;1;1;0;33;0;0;5;5;5;13.2;0;0;5;6;5;14.833.333.333.333.300;0;10.8;1.4;1.74;Graduate
1;17;1;4;1;16;1;1;28;10;7;0;0;0;1;1;0;21;0;7;12;20;10;12.7;0;5;12;14;11;12.181.818.181.818.100;0;8.9;1.4;3.51;Graduate
2;12;1;9;1;1;1;22;27;10;6;0;0;0;1;1;0;45;0;0;5;6;5;14.833.333.333.333.300;0;0;5;5;5;14.8;0;15.5;2.8;-4.06;Graduate
2;12;1;4;1;1;1;22;27;10;10;0;0;0;0;1;0;44;0;4;10;10;4;11.5;0;1;7;8;1;12.0;0;15.5;2.8;-4.06;Dropout
4;12;1;14;1;1;1;13;14;12;13;0;0;0;1;1;0;42;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1;9;1;9;1;1;1;13;1;10;8;1;0;0;1;1;0;20;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;8;6;9;1;1;1;13;28;6;7;1;0;0;1;1;0;20;0;0;5;7;3;12.666.666.666.666.600;1;0;5;12;2;12.5;0;9.4;-0.8;-3.12;Enrolled
1;1;2;11;1;1;1;1;28;3;9;1;0;0;1;1;1;20;0;0;6;7;6;14.714.285.714.285.700;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
1;8;2;15;1;1;1;1;1;5;5;1;0;0;1;1;0;20;0;0;6;11;3;13.666.666.666.666.600;0;0;6;13;4;10.25;0;9.4;-0.8;-3.12;Enrolled
1;1;2;9;1;1;1;1;1;10;7;0;0;0;1;1;0;19;0;0;5;9;5;10.8;0;0;5;13;2;13.5;0;8.9;1.4;3.51;Enrolled
1;16;1;3;0;1;1;1;1;5;5;0;0;1;0;1;0;26;0;2;8;13;4;10.5;0;5;10;16;7;10.428.571.428.571.400;0;12.4;0.5;1.79;Dropout
2;12;1;4;1;1;1;22;27;9;8;0;0;0;1;1;0;31;0;0;6;10;6;15.0;0;0;6;11;5;12.5;0;13.9;-0.3;0.79;Graduate
1;1;1;15;1;1;1;1;14;10;10;0;0;1;1;1;1;19;0;0;6;6;6;12.666.666.666.666.600;0;0;6;6;6;14.0;0;16.2;0.3;-0.92;Graduate
1;12;1;15;1;12;1;22;27;1;1;1;0;0;1;1;0;28;0;0;6;7;6;13.166.666.666.666.600;0;0;6;6;6;13.666.666.666.666.600;0;7.6;2.6;0.32;Graduate
1;1;1;2;1;1;1;13;27;10;10;1;0;0;1;1;1;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate
2;1;2;3;0;1;1;22;1;10;11;1;0;0;1;0;0;43;0;0;6;6;6;13.0;0;0;6;6;6;12.5;0;9.4;-0.8;-3.12;Graduate
1;12;1;2;1;12;17;1;14;3;8;0;0;0;1;1;1;25;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1;12;1;10;1;12;1;22;27;10;10;0;1;1;1;0;0;40;0;0;6;13;2;10.0;0;0;6;10;1;15.0;0;16.2;0.3;-0.92;Dropout
1;15;1;6;1;14;3;5;4;2;2;0;0;0;1;0;0;20;1;2;6;7;6;13.333.333.333.333.300;0;1;6;16;5;13.375;0;12.4;0.5;1.79;Graduate
2;12;1;3;0;9;1;22;27;10;2;0;0;0;1;0;0;46;0;0;6;13;3;12.333.333.333.333.300;0;0;6;6;6;13.333.333.333.333.300;0;11.1;0.6;2.02;Graduate
1;16;1;1;1;1;1;13;27;6;8;0;0;0;1;0;0;26;0;14;21;23;20;13.181.818.181.818.100;0;10;14;18;14;11.642.857.142.857.100;0;8.9;1.4;3.51;Graduate
2;12;1;12;1;1;1;3;1;6;6;0;0;0;1;0;1;34;0;0;7;7;6;12.513.333.333.333.300;0;0;8;9;7;13.071.428.571.428.500;0;12.4;0.5;1.79;Graduate
1;9;3;16;1;1;1;23;27;10;6;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
1;1;6;12;1;1;1;13;14;10;10;1;0;0;1;0;1;18;0;0;8;8;7;13.585.714.285.714.200;0;0;8;8;7;13.585.714.285.714.200;0;12.7;3.7;-1.7;Graduate
1;1;1;13;1;1;1;13;14;5;10;1;0;0;1;0;0;18;0;0;7;9;7;11.155.555.555.555.500;0;0;8;10;8;11.425;0;12.7;3.7;-1.7;Graduate
1;12;1;3;0;1;1;23;27;10;8;0;0;0;1;1;1;37;0;1;7;9;6;11.857.142.857.142.800;0;1;6;7;5;12.0;0;13.9;-0.3;0.79;Graduate
1;8;1;2;1;1;1;13;28;10;8;0;0;0;1;1;1;23;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate
1;14;1;5;1;1;1;13;28;10;8;0;0;0;1;1;0;26;0;9;14;14;14;14.0;0;7;13;13;13;13.615.384.615.384.600;0;15.5;2.8;-4.06;Graduate
1;5;2;15;1;1;9;13;28;4;6;1;0;0;0;0;0;18;1;0;6;8;5;12.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
1;6;1;12;1;1;20;3;2;14;5;1;0;0;1;0;0;18;1;0;7;15;4;11.575;0;0;7;10;5;12.419.999.999.999.900;0;12.4;0.5;1.79;Enrolled
1;8;4;12;1;1;1;3;3;3;3;1;0;0;1;0;0;19;0;0;7;8;7;13.198.571.428.571.400;0;0;8;8;8;130.625;0;11.1;0.6;2.02;Graduate
1;5;2;6;1;1;9;13;1;5;10;0;0;0;1;0;0;18;1;0;6;10;6;13.5;0;0;6;12;6;12.0;0;12.4;0.5;1.79;Graduate
1;1;1;14;1;1;1;1;3;5;4;1;0;0;1;0;0;19;0;0;6;6;6;13.333.333.333.333.300;0;0;6;8;5;12.8;0;8.9;1.4;3.51;Dropout
1;8;4;7;1;1;15;1;1;29;36;1;0;0;1;1;0;20;1;0;5;10;4;14.25;0;0;5;14;1;10.0;0;8.9;1.4;3.51;Enrolled
1;8;1;5;1;1;1;1;1;2;6;0;0;0;1;0;1;22;0;0;6;7;6;12.166.666.666.666.600;0;0;6;9;4;12.0;0;9.4;-0.8;-3.12;Graduate
1;1;3;12;1;1;1;13;1;10;6;1;0;0;1;0;1;18;0;0;8;8;7;12.214.285.714.285.700;0;0;8;8;7;12.214.285.714.285.700;0;12.7;3.7;-1.7;Graduate
1;8;1;11;1;1;1;13;29;6;5;0;0;0;1;0;1;18;0;0;6;8;6;12.666.666.666.666.600;0;0;6;6;6;13.0;0;13.9;-0.3;0.79;Graduate
1;1;3;15;1;1;1;23;28;6;6;1;0;0;1;0;1;18;0;0;6;7;6;12.285.714.285.714.200;0;0;6;6;6;13.5;0;8.9;1.4;3.51;Graduate
1;1;6;11;1;1;1;23;27;6;8;1;0;0;1;0;1;18;0;0;6;7;6;13.0;0;0;6;6;6;13.0;0;12.4;0.5;1.79;Graduate
1;1;2;11;1;1;1;4;3;8;5;1;0;0;1;0;0;18;0;0;6;8;6;12.142.857.142.857.100;0;0;6;6;6;11.166.666.666.666.600;0;8.9;1.4;3.51;Graduate
1;8;6;12;1;1;1;1;14;8;8;1;0;0;1;0;1;19;0;0;7;8;7;13.875.714.285.714.200;0;0;8;9;7;13.085.714.285.714.200;0;11.1;0.6;2.02;Graduate
1;8;1;16;1;1;1;13;1;6;6;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1;8;4;10;1;1;1;1;14;10;6;1;0;0;1;0;1;19;0;0;6;12;6;11.666.666.666.666.600;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;Dropout
1;1;2;6;1;1;1;3;1;5;8;1;0;0;1;0;0;18;0;0;6;13;6;13.153.846.153.846.100;0;0;6;12;3;11.0;0;15.5;2.8;-4.06;Graduate
1;1;4;5;1;1;1;1;1;10;8;1;0;0;1;0;1;18;0;0;6;6;6;14.5;0;0;6;6;6;12.833.333.333.333.300;0;12.4;0.5;1.79;Dropout
1;8;6;12;1;1;1;13;14;8;8;1;0;0;1;0;1;18;0;0;7;7;7;1.444.142.857.142.850;0;0;8;8;8;1.365.625;0;11.1;0.6;2.02;Graduate
1;8;2;15;1;1;1;3;28;3;7;1;0;0;1;0;0;18;0;0;6;6;6;15.166.666.666.666.600;0;0;6;7;6;14.285.714.285.714.200;0;12.4;0.5;1.79;Graduate
